author,title,volumeEdition,year,journalConference
Junyoung Choi,Air Quality Prediction with 1-Dimensional Convolution and Attention on Multi-modal Features.,BigComp-2021,2021,BigComp
Jin-Mo Choi,Learning Video Correspondence using Appearance Module for Target Tracking.,BigComp-2021,2021,BigComp
Ashish Chouhan,Shotifier - A Binary Shot Conversion Classifier Pipeline for Football Forwards.,BigComp-2021,2021,BigComp
Alfredo Cuzzocrea,"Big Data Lakes - Models, Frameworks, and Techniques.",BigComp-2021,2021,BigComp
Passaniti Davide,Realistic Indoor Trajectory Generation Based on Delaunay Graph.,BigComp-2021,2021,BigComp
Nam Van Dinh,Solid-State LiDAR based-SLAM - A Concise Review and Application.,BigComp-2021,2021,BigComp
Seungwon Do,Experimental Analysis Based on Binary Classification to Distinguish the Authenticity of Text with Social Network Data.,BigComp-2021,2021,BigComp
Ju Hee Han,Generate Individually Optimized Blendshapes.,BigComp-2021,2021,BigComp
Hyoil Han,Inaugural Speech Classification with Named Entities and Key Phrases.,BigComp-2021,2021,BigComp
Jeong Hyeon Han,Digital Healthcare Industry and Technology Trends.,BigComp-2021,2021,BigComp
Sangwoo Han,An Empirical Study for Class Imbalance in Extreme Multi-label Text Classification.,BigComp-2021,2021,BigComp
Na-Dan Hong,Text Style Transfer Using DRG Framework of Combined Retrieval Strategy.,BigComp-2021,2021,BigComp
Huakun Huang,Smart Energy Management System based on Reconfigurable AI Chip and Electrical Vehicles.,BigComp-2021,2021,BigComp
Kyu Hong Hwang,STFNet - Image Classification Model Based on Balanced Texture and Shape Features.,BigComp-2021,2021,BigComp
Hamed Javidi,A multi-objective optimization framework for online ridesharing systems.,BigComp-2021,2021,BigComp
Hyun-Kyu Jeon,A Peer Learning Method for Building Robust Text Classification Models.,BigComp-2021,2021,BigComp
Sangkeun Jung,Cluster-aware Semantic Vector Learning using BERT in Natural Language Understanding.,BigComp-2021,2021,BigComp
Do-Hyeong Kim,Multiple 3D LiDARs Extrinsic Parameter Estimation Method Using Plane Features.,BigComp-2021,2021,BigComp
Minkyu Kim,Predicting Revenues of Seoul Commercial Alley using Neural Tensor Factorization.,BigComp-2021,2021,BigComp
Hyeong-Jin Kim,A Secure and Efficient Query Processing Algorithm Over Encrypted Database in Cloud Computing.,BigComp-2021,2021,BigComp
Hyeonjong Kim,Performance Comparison of Spoken Language Detection Models with Embedding Replacement.,BigComp-2021,2021,BigComp
Jindeuk Ko,Discovering Research Areas from Patents - A Case Study in Autonomous Vehicles Industry.,BigComp-2021,2021,BigComp
Deepak Kumar,QUARC - Quaternion Multi-Modal Fusion Architecture For Hate Speech Classification.,BigComp-2021,2021,BigComp
Kazuma Kusu,A Hub-based Graph Management for Efficient Repetition Path Traversing.,BigComp-2021,2021,BigComp
Da-Young Lee,How to Prevent Cross-texting in Mobile Messengers Using Honorifics Features in Korean Text.,BigComp-2021,2021,BigComp
Young-Jun Lee,Comparative Study of Emotion Annotation Approaches in Korean Dialogue.,BigComp-2021,2021,BigComp
Gi Hyun Lee,Policy for building safety accident prevention system using beacon-based technology - focused on school safety policy cases.,BigComp-2021,2021,BigComp
Changha Lee,Pattern-Wise Embedding System for Scalable Time-series Database.,BigComp-2021,2021,BigComp
Hoyoung Lee,Partial Tiering - A Hybrid Merge Policy for Log Structured Key-Value Stores.,BigComp-2021,2021,BigComp
Su Been Lee,Regularization with Multiple Feature Combination for Few-Shot Learning.,BigComp-2021,2021,BigComp
Carson K. Leung,Conceptual Modeling and Smart Computing for Big Transportation Data.,BigComp-2021,2021,BigComp
Chae-Gyun Lim,Generating Temporal Relation Candidates Based on Open-domain Relation in Clinical Notes.,BigComp-2021,2021,BigComp
Jinwei Liu,DeepTrace - Improving Pandemic Health Care by Identifying Disparities and Determinants.,BigComp-2021,2021,BigComp
Seung-chan Mok,Simulated Intensity Rendering of 3D LiDAR using Generative Adversarial Network.,BigComp-2021,2021,BigComp
Soo Jung Moon,Preventing Enclave Malware with Intermediate Enclaves on Semi-honest Cloud Platforms.,BigComp-2021,2021,BigComp
Kyo-Joong Oh,A Framework of Callbot for Dialogue Process in Seperated Network.,BigComp-2021,2021,BigComp
Busra Ozlu,Flexible and Wearable PEDOT-Paper Pressure Sensor for Detecting Human Voice.,BigComp-2021,2021,BigComp
Shashi Raj Pandey,A Crowd-enabled Task Execution Approach in UAV Networks Towards Fog Computing.,BigComp-2021,2021,BigComp
Ho-rim Park,An Object Detection Model Robust to Out-of-Distribution Data.,BigComp-2021,2021,BigComp
Gang-Min Park,Trade-Off Analysis Between Parallelism and Accuracy of SLIC on Apache Spark.,BigComp-2021,2021,BigComp
Moonjeong Park,VEST - Very Sparse Tucker Factorization of Large-Scale Tensors.,BigComp-2021,2021,BigComp
Kyung Do Park,10.76 TOPS/W CNN Algorithm Circuit using Processor-In-Memory with 8T-SRAM.,BigComp-2021,2021,BigComp
Jihyeong Park,CHNE - Context-aware Heterogeneous Network Embedding.,BigComp-2021,2021,BigComp
Nattarika Potigutsai,Hand and Fingertip Detection for Game-Based Hand Rehabilitation.,BigComp-2021,2021,BigComp
Logesh Rajendran,Bigdata Enabled Realtime Crowd Surveillance Using Artificial Intelligence And Deep Learning.,BigComp-2021,2021,BigComp
Arousha Haghighian Roudsari,Comparison and Analysis of Embedding Methods for Patent Documents.,BigComp-2021,2021,BigComp
Vincenzo Scotti 0001,A Modular Data-Driven Architecture for Empathetic Conversational Agents.,BigComp-2021,2021,BigComp
Ji-won Seong,Multilingual Speech Synthesis for Voice Cloning.,BigComp-2021,2021,BigComp
Budi Darma Setiawan,Smartphone Sensor Data Augmentation for Automatic Road Surface Assessment Using a Small Training Dataset.,BigComp-2021,2021,BigComp
Jeany Son,Hidden Enemy Visualization using Fast Panoptic Segmentation on Battlefields.,BigComp-2021,2021,BigComp
Tangina Sultana,Expressive Rule Pattern Based Compression with Ranking in Horn Rules on RDF Style KB.,BigComp-2021,2021,BigComp
Huyen Giang Thi Thu,A Neighborhood Deep Neural Network Model using Sliding Window for Stock Price Prediction.,BigComp-2021,2021,BigComp
Chu Myaet Thwal,Attention on Personalized Clinical Decision Support System - Federated Learning Approach.,BigComp-2021,2021,BigComp
Nguyen Duc Toan,Mapless Navigation with Deep Reinforcement Learning based on The Convolutional Proximal Policy Optimization Network.,BigComp-2021,2021,BigComp
Mohammad Taha Toghani,MP-Boost - Minipatch Boosting via Adaptive Feature and Observation Sampling.,BigComp-2021,2021,BigComp
Ye Lin Tun,Federated Learning based Energy Demand Prediction with Clustered Aggregation.,BigComp-2021,2021,BigComp
Shan Ullah,Sparse Feature Learning for Human Activity Recognition.,BigComp-2021,2021,BigComp
Xiaoxiao Wang,Dual-pathway Attention based Supervised Adversarial Hashing for Cross-modal Retrieval.,BigComp-2021,2021,BigComp
Tianyi Yao,Minipatch Learning as Implicit Ridge-Like Regularization.,BigComp-2021,2021,BigComp
Jaebeom You,A Complete and Fast Scraping Method for Collecting Tweets.,BigComp-2021,2021,BigComp
Mahe Zabin,Industrial Fault Diagnosis using Hilbert Transform and Texture Features.,BigComp-2021,2021,BigComp
Chit Wutyee Zaw,A Decentralized Game Theoretic Approach for Energy-aware Resource Management in Federated Learning.,BigComp-2021,2021,BigComp
Herwig Unger,"IEEE International Conference on Big Data and Smart Computing, BigComp 2021, Jeju Island, South Korea, January 17-20, 2021",BigComp-2021,2021,BigComp
Sukhan Lee 0001,Real-Time Industrial Bin-Picking with a Hybrid Deep Learning-Engineering Approach.,BigComp-2020,2020,BigComp
Jafar Afshar,Finding a Team of Skilled Players Based on Harmony.,BigComp-2020,2020,BigComp
Aftab Alam,IntelliBVR - Intelligent Large-Scale Video Retrieval for Objects and Events Utilizing Distributed Deep-Learning and Semantic Approaches.,BigComp-2020,2020,BigComp
Imran Ali,"An Ultra Low Power, Configurable Intelligent Biasing Calibration for Medical Sensor Applications in 130 nm CMOS Technology.",BigComp-2020,2020,BigComp
Saba Arshad,Robustifying Visual Place Recognition with Semantic Scene Categorization.,BigComp-2020,2020,BigComp
Khac-Hoai Nam Bui,Optimal Hyperparameter Tuning using Meta-Learning for Big Traffic Datasets.,BigComp-2020,2020,BigComp
Kyoungseob Byeon,Artificial Neural Network Inspired by Neuroimaging Connectivity - Application in Autism Spectrum Disorder.,BigComp-2020,2020,BigComp
Seo-hui Byeon,A Study on the Government's Countermeasures Against Cyber Attacks.,BigComp-2020,2020,BigComp
Rémi Canillas,Supplier Impersonation Fraud Detection using Bayesian Inference.,BigComp-2020,2020,BigComp
Chao Che,A Protein Embedding Model for Drug Molecular Screening.,BigComp-2020,2020,BigComp
Xiancong Chen,Dual Similarity Learning for Heterogeneous One-Class Collaborative Filtering.,BigComp-2020,2020,BigComp
Kai Cheng,A Regular Expression-based DGL for Meaningful Synthetic Data Generation.,BigComp-2020,2020,BigComp
Yulim Choi,Method of Predictive Maintenance for Induction Furnace Based on Neural Network.,BigComp-2020,2020,BigComp
YunSeok Choi,Source Code Summarization Using Attention-Based Keyword Memory Networks.,BigComp-2020,2020,BigComp
Ho-Jin Choi,Deep Learning Based Response Generation using Emotion Feature Extraction.,BigComp-2020,2020,BigComp
Yeji Choi,GAN-Based Anomaly Detection and Localization of Multivariate Time Series Data for Power Plant.,BigComp-2020,2020,BigComp
Hilmi Egemen Ciritoglu,Importance of Data Distribution on Hive-Based Systems for Query Performance - An Experimental Study.,BigComp-2020,2020,BigComp
Sanchao Ding,A Fast Algorithm for Weighted Tensor Rank Minimization.,BigComp-2020,2020,BigComp
Nam Van Dinh,A Universal Control System for Self-Driving Car Towards Urban Challenges.,BigComp-2020,2020,BigComp
Nam Van Dinh,"Multi-sensor Fusion Towards VINS - A Concise Tutorial, Survey, Framework and Challenges.",BigComp-2020,2020,BigComp
Seyedeh Farnoosh Hashemi Fesharaki,Green Space and Happiness of Developed Countries.,BigComp-2020,2020,BigComp
Keji Han,A Way to Explore the Lower Bound of Adversarial Perturbation.,BigComp-2020,2020,BigComp
Seung-Ho Han,Domain-Specific Image Caption Generator with Semantic Ontology.,BigComp-2020,2020,BigComp
Hyoil Han,Enhanced Android Malware Detection - An SVM-Based Machine Learning Approach.,BigComp-2020,2020,BigComp
Kazuyuki Hara,Performance of Pre-Learned Convolution Neural Networks Applied to Recognition of Overlapping Digits.,BigComp-2020,2020,BigComp
Chang Woo Hong,Multivariate Time Series Forecasting for Remaining Useful Life of Turbofan Engine Using Deep-Stacked Neural Network and Correlation Analysis.,BigComp-2020,2020,BigComp
Yu Huang,PURL - Periodic User Representation Learning from Temporal Event Records for Personalized Health Management.,BigComp-2020,2020,BigComp
Shen-Hang Huang,Online Structural Break Detection for Pairs Trading Using Wavelet Transform and Hybrid Deep Learning Model.,BigComp-2020,2020,BigComp
Doyeong Hwang,A Drug-Induced Liver Injury Prediction Model using Transcriptional Response Data with Graph Neural Network.,BigComp-2020,2020,BigComp
Ji Won Hwang,A Study on Industrial Security Psychology.,BigComp-2020,2020,BigComp
Kyu Hong Hwang,A Befitting Image Data Crawling and Annotating System with CNN Based Transfer Learning.,BigComp-2020,2020,BigComp
Sung-Su Jang,High Quality Training Set Collection using Generative Adversarial Network.,BigComp-2020,2020,BigComp
Zeeshan Javed,A Comparative Study of Recent Real Time Semantic Segmentation Algorithms for Visual Semantic SLAM.,BigComp-2020,2020,BigComp
Jongmin Jo,Benchmarking GPU-Accelerated Edge Devices.,BigComp-2020,2020,BigComp
Soon-oh Jung,Classification of Industrial Espionage Cases and Countermeasures.,BigComp-2020,2020,BigComp
Imam Mustafa Kamal,Gene Expression Prediction using Stacked Temporal Convolutional Network.,BigComp-2020,2020,BigComp
Taewon Kang,Unsupervised Image-to-Image Translation with Self-Attention Networks.,BigComp-2020,2020,BigComp
Myungchul Kang,Prior Art Search Using Multi-modal Embedding of Patent Documents.,BigComp-2020,2020,BigComp
Jaewoong Kang,Recursive Undersampling-Based Decision Boundary Alignment for Imbalanced Radiology Image.,BigComp-2020,2020,BigComp
Muhammad Numan Khan,FALKON - Large-Scale Content-Based Video Retrieval Utilizing Deep-Features and Distributed In-memory Computing.,BigComp-2020,2020,BigComp
Kyung Seo Ki,KoTAB - Korean Template-Based Arithmetic Solver with BERT.,BigComp-2020,2020,BigComp
Cheol-Jin Kim,IDNet-A - Variant of DenseNet with Inception-Family.,BigComp-2020,2020,BigComp
Hongjin Kim,Effective Integration of Automatic Word Spacing and Morphological Analysis in Korean.,BigComp-2020,2020,BigComp
Do-Hyeong Kim,Efficient Calibration Method of Multiple LiDARs on Autonomous Vehicle Platform.,BigComp-2020,2020,BigComp
Minhwan Kim,Ontology-aided Word2vec based Synonym Identification for Ontology Alignment.,BigComp-2020,2020,BigComp
Dong-Won Kim,The Cloud System of Futuristic Vehicles and Security Policies.,BigComp-2020,2020,BigComp
Yejin Kim,Noise Improves Noise - Verification of Pre-Training Effect with Weakly Labeled Data on Social Media NER.,BigComp-2020,2020,BigComp
Minkyu Kim,A Wide & Deep Learning Sharing Input Data for Regression Analysis.,BigComp-2020,2020,BigComp
Jeongmin Kim,Learning How Spectator Reactions Affect Popularity on Twitch.,BigComp-2020,2020,BigComp
SeongYoon Kim,Accelerating Randomly Projected Gradient with Variance Reduction.,BigComp-2020,2020,BigComp
Bowon Ko,Paraphrase Bidirectional Transformer with Multi-task Learning.,BigComp-2020,2020,BigComp
Minsu Kwon,Learning Low-Rank Representation for Matrix Completion.,BigComp-2020,2020,BigComp
Jangho Kwon,Trainable Multi-contrast Windowing for Liver CT Segmentation.,BigComp-2020,2020,BigComp
Minsu Kwon,Implementation of Python-Based Korean Speech Generation Service with Tacotron.,BigComp-2020,2020,BigComp
Van-Duc Le,Spatiotemporal Deep Learning Model for Citywide Air Pollution Interpolation and Prediction.,BigComp-2020,2020,BigComp
Young-Jun Lee,Forecasting Building Electricity Power Consumption Using Deep Learning Approach.,BigComp-2020,2020,BigComp
Young-Jun Lee,Emotional Response Generation using Conditional Variational Autoencoder.,BigComp-2020,2020,BigComp
Hyo-jun Lee,De-identification and Privacy Issues on Bigdata Transformation.,BigComp-2020,2020,BigComp
Minho Lee,Transaction-Aware Data Cluster Allocation Scheme for Qcow2-Based Virtual Disks.,BigComp-2020,2020,BigComp
Donggeon Lee,Solving Arithmetic Word Problems with a Templatebased Multi-Task Deep Neural Network (T-MTDNN).,BigComp-2020,2020,BigComp
Jae-Jun Lee,Identifying Customer Interest from Surveillance Camera Based on Deep Learning.,BigComp-2020,2020,BigComp
Myoung-jae Lee,Autonomous Driving Control Using End-to-End Deep Learning.,BigComp-2020,2020,BigComp
Ryong Lee,Making IoT Data Ready for Smart City Applications.,BigComp-2020,2020,BigComp
Dongseop Lee,Poisoning Attack on Show and Tell Model and Defense Using Autoencoder in Electric Factory.,BigComp-2020,2020,BigComp
Jung-Hoon Lee,A Multi-modal Approach for Emotion Recognition of TV Drama Characters Using Image and Text.,BigComp-2020,2020,BigComp
Seyun Lee,Super-Resolution of License Plate Images via Character-Based Perceptual Loss.,BigComp-2020,2020,BigComp
Dongkun Lee,Deep Electric Pole Anomaly Detection and Unsupervised Description Generation.,BigComp-2020,2020,BigComp
Junkyu Lee 0002,The Collective Trip Planning Query Processing Using G-Tree Index Structure.,BigComp-2020,2020,BigComp
Hyun Jung Lee,How to Reduce Confirmation Bias using Linked Open Data Knowledge Repository.,BigComp-2020,2020,BigComp
Yeon-Chang Lee,Graph-Theoretic One-Class Collaborative Filtering using Signed Random Walk with Restart.,BigComp-2020,2020,BigComp
Chang-Eun Lee,Moving Object Performance Analysis System Using Multi-camera Video and Position Sensors.,BigComp-2020,2020,BigComp
Guangyu Li,An Efficient Reinforcement Learning based Charging Data Delivery Scheme in VANET-Enhanced Smart Grid.,BigComp-2020,2020,BigComp
Chae-Gyun Lim,Deep Learning-Based Analysis on Monthly Household Consumption for Different Electricity Contracts.,BigComp-2020,2020,BigComp
Chae-Gyun Lim,Temporal Relationship Extraction for Natural Language Texts by Using Deep Bidirectional Language Model.,BigComp-2020,2020,BigComp
Chan Lim,Analyzing Deep Neural Networks with Noisy Labels.,BigComp-2020,2020,BigComp
Sung-Hwa Lim,Intellectual Priority-based Low Latency Data Delivery Scheme for Multi-interface and Multi-channel Devices in Multi-hop Wireless Mesh Networks.,BigComp-2020,2020,BigComp
Bin Liu 0021,Harnessing Low-Fidelity Data to Accelerate Bayesian Optimization via Posterior Regularization.,BigComp-2020,2020,BigComp
Kairong Liu,Identifying Cell Type Specific TF Combinatorial Regulation via a Two-Stage Statistical Method.,BigComp-2020,2020,BigComp
Mengyu Ma,Interactive Analytics of Massive Spatial Vector Data via Display-Driven Computing.,BigComp-2020,2020,BigComp
Ozoda Makhkamova,Deep Learning-Based Multi-Chatbot Broker for Q&A Improvement of Video Tutoring Assistant.,BigComp-2020,2020,BigComp
Borin Min,Abnormal Detection and Classification in i-Ceramic Images.,BigComp-2020,2020,BigComp
Ju-Hyeon Moon,A Study of Distributed SDN Controller Based on Apache Kafka.,BigComp-2020,2020,BigComp
Toshpulatov Mukhiddin,Research Issues on Generative Adversarial Networks and Applications.,BigComp-2020,2020,BigComp
Rizwan Ali Naqvi,Ocular-Net - Lite-Residual Encoder Decoder Network for Accurate Ocular Regions Segmentation in Various Sensor Images.,BigComp-2020,2020,BigComp
Mark Ogbodo,Light-Weight Spiking Neuron Processing Core for Large-Scale 3D-NoC Based Spiking Neural Network Processing Systems.,BigComp-2020,2020,BigComp
Kwonje Oh,H-BFQ - Supporting Multi-Level Hierarchical Cgroup in BFQ Scheduler.,BigComp-2020,2020,BigComp
Gautam Pal,Managing Heterogeneous Data on a Big Data Platform - A Multi-criteria Decision Making Model for Data-Intensive Science.,BigComp-2020,2020,BigComp
Seohui Park,Emotion Recognition from Text Stories Using an Emotion Embedding Model.,BigComp-2020,2020,BigComp
Wonbin Park,Extracting Principal Smartness Dimensions of Smart Speakers Using Topic Modeling and Sentiment Analysis.,BigComp-2020,2020,BigComp
Ho-rim Park,Real-Time Multiple Vehicle Turn Signal Detection System Based on Energy Representation.,BigComp-2020,2020,BigComp
Minwoo Park,KISTI Vehicle-Based Urban Sensing Dataset.,BigComp-2020,2020,BigComp
Cheoneum Park,Coreference Resolution with Hierarchical Pointer Networks Based on Pointing Methods.,BigComp-2020,2020,BigComp
Sungjin Park,Estimating Revenues of Seoul Commercial Alley Services using Tensor Decomposition & Generating Recommendation System.,BigComp-2020,2020,BigComp
Soyeong Park,Normalized Residue Analysis for Deep Learning Based Probabilistic Forecasting of Photovoltaic Generations.,BigComp-2020,2020,BigComp
Direnc Pekaslan,Uncertainty-Aware Forecasting of Renewable Energy Sources.,BigComp-2020,2020,BigComp
Iq Reviessay Pulshashi,Container-Based Coloured Petri-Net Co-simulation Framework.,BigComp-2020,2020,BigComp
Hani Ramadhan,A Constrained K-Nearest Neighbor Approach for Semantic Indoor Trajectory Extraction.,BigComp-2020,2020,BigComp
Chirawan Ronran,Effect of Character and Word Features in Bidirectional LSTM-CRF for NER.,BigComp-2020,2020,BigComp
Arousha Haghighian Roudsari,Multi-label Patent Classification using Attention-Aware Deep Learning Model.,BigComp-2020,2020,BigComp
Ji-won Seong,A Study on the Voice Security System Using Sensor Technology.,BigComp-2020,2020,BigComp
Salman Ahmed Shaikh,An AHP/TOPSIS-Based Approach for an Optimal Site Selection of a Commercial Opening Utilizing GeoSpatial Data.,BigComp-2020,2020,BigComp
Jaewoong Shim,Kernel Rotation Forests for Classification.,BigComp-2020,2020,BigComp
Hansub Shin,Performance Evaluation of Spatial Data Management Systems Using GeoSpark.,BigComp-2020,2020,BigComp
Hyeon-Cheol Shin,Data Augmentation Method of Object Detection for Deep Learning in Maritime Image.,BigComp-2020,2020,BigComp
Minjae Son,BCGAN-Based Over-Sampling Scheme for Imbalanced Data.,BigComp-2020,2020,BigComp
Muhammad Sualeh,Visual Object Detection Based LiDAR Point Cloud Classification.,BigComp-2020,2020,BigComp
Rashid Tojiboev,Adding Noise Trajectory for Providing Privacy in Data Publishing by Vectorization.,BigComp-2020,2020,BigComp
Md Azher Uddin,Dynamic Facial Emotion Recognition Using Deep Spatial Feature and Handcrafted Spatiotemporal Feature on Spark.,BigComp-2020,2020,BigComp
Shan Ullah,Benchmarking Jetson Platform for 3D Point-Cloud and Hyper-Spectral Image Classification.,BigComp-2020,2020,BigComp
Jung-Ho Um,Making Reproducible Research Data by Utilizing Persistent ID Graph Structure.,BigComp-2020,2020,BigComp
Zhi-Fan Wu,Semi-Supervised Graph Embedding via Multi-instance Kernel Learning.,BigComp-2020,2020,BigComp
Hui Xue 0002,Multi-hop Hierarchical Graph Neural Networks.,BigComp-2020,2020,BigComp
Rong Yan,GraphWGAN - Graph Representation Learning with Wasserstein Generative Adversarial Networks.,BigComp-2020,2020,BigComp
Hanbyul Yeon,Visual Imputation Analytics for Missing Time-Series Data in Bayesian Network.,BigComp-2020,2020,BigComp
Huo Yingge,Deep Neural Networks on Chip - A Survey.,BigComp-2020,2020,BigComp
Daegun Yoon,CPartition - a Correlation-Based Space Partitioning for Content-Based Publish/Subscribe Systems with Skewed Workload.,BigComp-2020,2020,BigComp
Yang Zhang 0058,Citation Recommendations Considering Content and Structural Context Embedding.,BigComp-2020,2020,BigComp
Jingsong Zhang,Efficient Mining Closed k-Mers from DNA and Protein Sequences.,BigComp-2020,2020,BigComp
Teng Zhang 0001,Optimal Margin Distribution Machine with Sparsity Inducing Penalty.,BigComp-2020,2020,BigComp
Liulan Zhong,Sequence-Aware Factored Mixed Similarity Model for Next-Item Recommendation.,BigComp-2020,2020,BigComp
Siyu Zhou,Transfer Learning for Photovoltaic Power Forecasting with Long Short-Term Memory Neural Network.,BigComp-2020,2020,BigComp
Wookey Lee,"2020 IEEE International Conference on Big Data and Smart Computing, BigComp 2020, Busan, Korea (South), February 19-22, 2020",BigComp-2020,2020,BigComp
Yuya Sasaki 0001,Road Segment Interpolation for Incomplete Road Data.,BigComp-2019,2019,BigComp
Hongryul Ahn,DeepFunNet - Deep Learning for Gene Functional Similarity Network Construction.,BigComp-2019,2019,BigComp
Hwijeen Ahn,Extensive Use of Morpheme Features in Korean Dependency Parsing.,BigComp-2019,2019,BigComp
Kosuke Akasaka,Proposal on Refuge Management System for Large Scale Disaster for Persons Requiring Special Care by Using Triage.,BigComp-2019,2019,BigComp
Yasuhito Asano,Flexible Framework for Data Integration and Update Propagation - System Aspect.,BigComp-2019,2019,BigComp
Yasuhito Asano,Controlling and Sharing Distributed Data for Implementing Service Alliance.,BigComp-2019,2019,BigComp
Dorna Bandari,Categorizing User Sessions at Pinterest.,BigComp-2019,2019,BigComp
Savong Bou,StreamingCube-Based Analytical Framework for Environmental Data Analysis.,BigComp-2019,2019,BigComp
Seokhyun Byun,Neural Networks for Compressing and Classifying Speaker-Independent Paralinguistic Signals.,BigComp-2019,2019,BigComp
Qiang Cai,BTBUFood-60 - Dataset for Object Detection in Food Field.,BigComp-2019,2019,BigComp
Yi-Ming Chang,An Implementation of Health Prediction in SMT Solder Joint via Machine Learning.,BigComp-2019,2019,BigComp
Zihang Chen,Detection of Bursty and Significant Keyphrases from Wikipedia edit history.,BigComp-2019,2019,BigComp
Suh-Yong Choi,Efficient Driving Scene Image Creation Using Deep Neural Network.,BigComp-2019,2019,BigComp
Efthymios Chondrogiannis,A Novel Approach for Clinical Data Harmonization.,BigComp-2019,2019,BigComp
Bidur Devkota,Disaggregate Hotel Evaluation by Using Diverse Aspects from User Reviews.,BigComp-2019,2019,BigComp
Aniekan Essien,Improving Urban Traffic Speed Prediction Using Data Source Fusion and Deep Learning.,BigComp-2019,2019,BigComp
Eric Falk,A Tale of Location-Based User Authentication.,BigComp-2019,2019,BigComp
Nam Ky Giang,CityFlow - Exploiting Edge Computing for Large Scale Smart City Applications.,BigComp-2019,2019,BigComp
Muzhi Guan,Predicting Time-Bounded Purchases During a Mega Shopping Festival.,BigComp-2019,2019,BigComp
Liye Guo,Towards Bidirectional Synchronization Between Communicating Processes and Session Types.,BigComp-2019,2019,BigComp
Ruibin Guo,Plane Based Visual Odometry for Structural and Low-Texture Environments Using RGB-D Sensors.,BigComp-2019,2019,BigComp
Kwon-Woo Ha,Decoding Two-Class Motor Imagery EEG with Capsule Networks.,BigComp-2019,2019,BigComp
Seung-Ho Han,Multiple Videos Captioning Model for Video Storytelling.,BigComp-2019,2019,BigComp
Takako Hashimoto,Time Series Topic Transition Based on Micro-Clustering.,BigComp-2019,2019,BigComp
Yoonseok Heo,Augmentative and Alternative Communication System Using Information Priority and Retrieval.,BigComp-2019,2019,BigComp
Kei Hiroi,Investigation into Feasibility of Data Assimilation Approach for Flood Level Estimation Using Temporal-Spatial State Space Model.,BigComp-2019,2019,BigComp
Gen Ikawa,Performance Evaluation of Querying Point Clouds in RDBMS.,BigComp-2019,2019,BigComp
Yasunori Ishihara,Toward BX-Based Architecture for Controlling and Sharing Distributed Data.,BigComp-2019,2019,BigComp
Hiroyoshi Ito,An Optimization Scheme for Non-Negative Matrix Factorization Under Probability Constraints.,BigComp-2019,2019,BigComp
Hyeok-June Jeong,Driving Scene Understanding Using Hybrid Deep Neural Network.,BigComp-2019,2019,BigComp
Hoon Jin,Diagnosis of Corporate Insolvency Using Massive News Articles for Credit Management.,BigComp-2019,2019,BigComp
Sang-Young Jo,Scenery-Based Fashion Recommendation with Cross-Domain Geneartive Adverserial Networks.,BigComp-2019,2019,BigComp
Hyunjin Joo,Analysis of Electric Vehicle Route Optimization.,BigComp-2019,2019,BigComp
Seokwoo Jung,Pre-Training a Neural Model to Overcome Data Scarcity in Relation Extraction from Text.,BigComp-2019,2019,BigComp
Juwon Jung,Route Recommendation with Dynamic User Preference on Road Networks.,BigComp-2019,2019,BigComp
Kenta Katayama,An Effective Multi-UAVs-Based Evacuation Guidance Support for Disaster Risk Reduction.,BigComp-2019,2019,BigComp
Torsten Kilias,IDEL - In-Database Neural Entity Linking.,BigComp-2019,2019,BigComp
Sunbin Kim,Deep Explanation Model for Facial Expression Recognition Through Facial Action Coding Unit.,BigComp-2019,2019,BigComp
Hyeonwoo Kim,Real-Time Facial Feature Extraction Scheme Using Cascaded Networks.,BigComp-2019,2019,BigComp
Sihyung Kim,Improving Response Quality in a Knowledge-Grounded Chat System Based on a Sequence-to-Sequence Neural Network.,BigComp-2019,2019,BigComp
Taehoon Kim,Efficient Encoding and Decoding Extended Geocodes for Massive Point Cloud Data.,BigComp-2019,2019,BigComp
Juae Kim,Transfer Learning from Automatically Annotated Data for Recognizing Named Entities in Recent Generated Texts.,BigComp-2019,2019,BigComp
Dowan Kim,The Structure of Deep Neural Network for Interpretable Transfer Learning.,BigComp-2019,2019,BigComp
Seon Hyeog Kim,Economical Energy Storage Systems Scheduling Based on Load Forecasting Using Deep Learning.,BigComp-2019,2019,BigComp
Inhyeok Kim,Overlit - New Storage Driver for Localization and Specialization.,BigComp-2019,2019,BigComp
Jaehoon Kim,Shared Rules - Knowledge Sharing Service by RIF Rules.,BigComp-2019,2019,BigComp
Sung-Hwan Kim,Polarized Topic Modeling for User Characteristics in Online Discussion Community.,BigComp-2019,2019,BigComp
Jung-Gu Kim,HW Implementation of Real-Time Road & Lane Detection in FPGA-Based Stereo Camera.,BigComp-2019,2019,BigComp
Tasuku Kimura,Query-Focused Summarization Enhanced with Sentence Attention Mechanism.,BigComp-2019,2019,BigComp
Yongbon Koo,Distributed Logging System for ROS-Based Systems.,BigComp-2019,2019,BigComp
Naoko Kosaka,"Applicability Assessment of an Emergency Management Support System ""KADAN"".",BigComp-2019,2019,BigComp
Minsu Kwon,Automatic Speech Recognition Dataset Augmentation with Pre-Trained Model and Script.,BigComp-2019,2019,BigComp
Sang Le,Balanced Nearest Neighborhood Query in Spatial Database.,BigComp-2019,2019,BigComp
